sku_id,product_family_key,brand_x,component,bom_cost_usd,cost_share_pct,warranty_claim_rate_pct,weighted_fail,component_resale_value_usd,resale_pct_of_bom_cost,brand_y,circularity_tier
SKU-0003,Dell_i5_Unk_128GB_14-16in,Dell,Keyboard/Chassis,95.06,14.6,3.21,0.46865999999999997,15.4,16.2,Dell,Medium
SKU-0003,Dell_i5_Unk_128GB_14-16in,Dell,Power Adapter,42.46,6.5,2.61,0.16965,11.93,28.1,Dell,Medium
SKU-0004,AUO_Unknown_Unk_Unk_Unk,AUO,Motherboard,165.22,31.0,8.95,2.7744999999999997,28.25,17.1,AUO,Medium
SKU-0004,AUO_Unknown_Unk_Unk_Unk,AUO,Display Panel,119.27,22.4,2.33,0.5219199999999999,66.67,55.9,AUO,Medium
SKU-0004,AUO_Unknown_Unk_Unk_Unk,AUO,Battery,39.35,7.4,4.26,0.31524,8.5,21.6,AUO,Medium
SKU-0004,AUO_Unknown_Unk_Unk_Unk,AUO,RAM Module,30.26,5.7,0.93,0.05301,11.74,38.8,AUO,Medium
SKU-0004,AUO_Unknown_Unk_Unk_Unk,AUO,Storage (SSD/HDD),52.47,9.9,1.72,0.17028000000000001,18.52,35.3,AUO,Medium
SKU-0004,AUO_Unknown_Unk_Unk_Unk,AUO,Keyboard/Chassis,76.57,14.4,2.83,0.40752000000000005,11.49,15.0,AUO,Medium
SKU-0004,AUO_Unknown_Unk_Unk_Unk,AUO,Power Adapter,29.64,5.6,2.58,0.14448,7.5,25.3,AUO,Medium
SKU-0005,LG_Unknown_Unk_Unk_Unk,LG,Motherboard,173.4,32.6,5.69,1.8549400000000003,35.2,20.3,LG,Medium
SKU-0005,LG_Unknown_Unk_Unk_Unk,LG,Display Panel,112.34,21.1,2.2,0.46420000000000006,52.46,46.7,LG,Medium
SKU-0005,LG_Unknown_Unk_Unk_Unk,LG,Battery,39.92,7.5,4.47,0.33525,8.06,20.2,LG,Medium
SKU-0005,LG_Unknown_Unk_Unk_Unk,LG,RAM Module,34.47,6.5,0.95,0.06175,13.68,39.7,LG,Medium
SKU-0005,LG_Unknown_Unk_Unk_Unk,LG,Storage (SSD/HDD),54.81,10.3,1.7,0.1751,20.94,38.2,LG,Medium
SKU-0005,LG_Unknown_Unk_Unk_Unk,LG,Keyboard/Chassis,67.19,12.6,3.01,0.37926,9.81,14.6,LG,Medium
SKU-0005,LG_Unknown_Unk_Unk_Unk,LG,Power Adapter,33.17,6.2,2.33,0.14446,7.66,23.1,LG,Medium
SKU-0006,Dell_i5_Unk_512GB_14-16in,Dell,Motherboard,235.42,33.3,5.43,1.8081899999999997,39.32,16.7,Dell,Medium
SKU-0006,Dell_i5_Unk_512GB_14-16in,Dell,Display Panel,147.61,20.9,2.5,0.5225,85.76,58.1,Dell,Medium
SKU-0006,Dell_i5_Unk_512GB_14-16in,Dell,Battery,62.1,8.8,3.72,0.32736000000000004,14.22,22.9,Dell,Medium
SKU-0006,Dell_i5_Unk_512GB_14-16in,Dell,RAM Module,38.56,5.5,0.93,0.05115,19.47,50.5,Dell,Medium
SKU-0006,Dell_i5_Unk_512GB_14-16in,Dell,Storage (SSD/HDD),73.15,10.4,2.02,0.21008000000000002,28.82,39.4,Dell,Medium
SKU-0006,Dell_i5_Unk_512GB_14-16in,Dell,Keyboard/Chassis,93.74,13.3,3.15,0.41895,15.19,16.2,Dell,Medium
SKU-0006,Dell_i5_Unk_512GB_14-16in,Dell,Power Adapter,44.29,6.3,2.4,0.1512,11.52,26.0,Dell,Medium
SKU-0007,Samsung_Unknown_Unk_Unk_Unk,Samsung,Motherboard,191.82,36.0,6.88,2.4768,34.53,18.0,Samsung,Medium
SKU-0007,Samsung_Unknown_Unk_Unk_Unk,Samsung,Display Panel,106.37,20.0,2.57,0.514,77.86,73.2,Samsung,Medium
SKU-0007,Samsung_Unknown_Unk_Unk_Unk,Samsung,Battery,44.39,8.3,4.37,0.36271000000000003,8.48,19.1,Samsung,Medium
SKU-0007,Samsung_Unknown_Unk_Unk_Unk,Samsung,RAM Module,29.86,5.6,1.06,0.059359999999999996,12.99,43.5,Samsung,Medium
SKU-0007,Samsung_Unknown_Unk_Unk_Unk,Samsung,Storage (SSD/HDD),56.84,10.7,2.11,0.22576999999999997,24.33,42.8,Samsung,Medium
SKU-0007,Samsung_Unknown_Unk_Unk_Unk,Samsung,Keyboard/Chassis,80.87,15.2,3.34,0.50768,11.24,13.9,Samsung,Medium
SKU-0007,Samsung_Unknown_Unk_Unk_Unk,Samsung,Power Adapter,33.97,6.4,2.54,0.16256,8.56,25.2,Samsung,Medium
SKU-0008,Dell_i5_Unk_1TB_14-16in,Dell,Motherboard,267.6,34.4,13.9,4.7816,43.62,16.3,Dell,Medium
SKU-0008,Dell_i5_Unk_1TB_14-16in,Dell,Display Panel,166.0,21.3,2.67,0.5687099999999999,137.45,82.8,Dell,Medium
SKU-0008,Dell_i5_Unk_1TB_14-16in,Dell,Battery,61.05,7.8,4.47,0.34865999999999997,13.49,22.1,Dell,Medium
SKU-0008,Dell_i5_Unk_1TB_14-16in,Dell,RAM Module,43.52,5.6,1.12,0.06272,20.19,46.4,Dell,Medium
SKU-0008,Dell_i5_Unk_1TB_14-16in,Dell,Storage (SSD/HDD),75.81,9.7,2.26,0.21921999999999994,34.65,45.7,Dell,Medium
SKU-0008,Dell_i5_Unk_1TB_14-16in,Dell,Keyboard/Chassis,101.53,13.1,3.04,0.39824000000000004,16.14,15.9,Dell,Medium
SKU-0008,Dell_i5_Unk_1TB_14-16in,Dell,Power Adapter,51.3,6.6,2.26,0.14916,10.98,21.4,Dell,Medium
SKU-0009,Dell_i5_Unk_256GB_12-14in,Dell,Motherboard,234.62,35.0,7.85,2.7474999999999996,44.34,18.9,Dell,Medium
SKU-0009,Dell_i5_Unk_256GB_12-14in,Dell,Display Panel,148.65,22.2,2.51,0.5572199999999999,104.35,70.2,Dell,Medium
SKU-0009,Dell_i5_Unk_256GB_12-14in,Dell,Battery,50.86,7.6,4.57,0.34732,9.87,19.4,Dell,Medium
SKU-0009,Dell_i5_Unk_256GB_12-14in,Dell,RAM Module,43.47,6.5,0.98,0.0637,18.69,43.0,Dell,Medium
SKU-0009,Dell_i5_Unk_256GB_12-14in,Dell,Storage (SSD/HDD),68.03,10.2,2.0,0.204,24.69,36.3,Dell,Medium
SKU-0009,Dell_i5_Unk_256GB_12-14in,Dell,Keyboard/Chassis,89.69,13.4,2.57,0.34438,14.08,15.7,Dell,Medium
SKU-0009,Dell_i5_Unk_256GB_12-14in,Dell,Power Adapter,44.18,6.6,2.48,0.16368000000000002,10.29,23.3,Dell,Medium
SKU-0010,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Motherboard,247.31,36.9,7.3,2.6936999999999998,50.7,20.5,Lenovo,Medium
SKU-0010,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Display Panel,161.56,24.1,2.18,0.5253800000000001,69.15,42.8,Lenovo,Medium
SKU-0010,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Battery,57.36,8.6,3.78,0.32508,10.32,18.0,Lenovo,Medium
SKU-0010,Lenovo_i5_Unk_256GB_14-16in,Lenovo,RAM Module,39.35,5.9,1.1,0.06490000000000001,19.99,50.8,Lenovo,Medium
SKU-0010,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Storage (SSD/HDD),61.6,9.2,2.07,0.19043999999999997,28.27,45.9,Lenovo,Medium
SKU-0010,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Keyboard/Chassis,89.19,13.3,2.82,0.37506,12.66,14.2,Lenovo,Medium
SKU-0010,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Power Adapter,41.78,6.2,2.65,0.1643,9.99,23.9,Lenovo,Medium
SKU-0011,Dell_i5_8GB_256GB_14-16in,Dell,Motherboard,217.47,32.3,7.1,2.2932999999999995,34.14,15.7,Dell,Low
SKU-0011,Dell_i5_8GB_256GB_14-16in,Dell,Display Panel,147.97,22.0,2.72,0.5984,89.08,60.2,Dell,Low
SKU-0011,Dell_i5_8GB_256GB_14-16in,Dell,Battery,56.97,8.5,4.47,0.37995,10.82,19.0,Dell,Low
SKU-0011,Dell_i5_8GB_256GB_14-16in,Dell,RAM Module,40.98,6.1,0.98,0.05978,19.38,47.3,Dell,Low
SKU-0011,Dell_i5_8GB_256GB_14-16in,Dell,Storage (SSD/HDD),66.78,9.9,2.03,0.20096999999999998,24.98,37.4,Dell,Low
SKU-0011,Dell_i5_8GB_256GB_14-16in,Dell,Keyboard/Chassis,89.43,13.3,2.58,0.34314,12.61,14.1,Dell,Low
SKU-0011,Dell_i5_8GB_256GB_14-16in,Dell,Power Adapter,37.33,5.6,2.52,0.14112,10.08,27.0,Dell,Low
SKU-0012,Dell_i7_16GB_512GB_14-16in,Dell,Motherboard,354.1,36.3,11.1,4.0293,61.97,17.5,Dell,Medium
SKU-0012,Dell_i7_16GB_512GB_14-16in,Dell,Display Panel,220.35,22.6,2.67,0.60342,147.85,67.1,Dell,Medium
SKU-0012,Dell_i7_16GB_512GB_14-16in,Dell,Battery,75.22,7.7,4.35,0.33494999999999997,13.99,18.6,Dell,Medium
SKU-0012,Dell_i7_16GB_512GB_14-16in,Dell,RAM Module,61.34,6.3,0.93,0.05859,24.97,40.7,Dell,Medium
SKU-0012,Dell_i7_16GB_512GB_14-16in,Dell,Storage (SSD/HDD),96.08,9.9,2.11,0.20889,33.34,34.7,Dell,Medium
SKU-0012,Dell_i7_16GB_512GB_14-16in,Dell,Keyboard/Chassis,134.9,13.8,2.77,0.38226000000000004,17.81,13.2,Dell,Medium
SKU-0012,Dell_i7_16GB_512GB_14-16in,Dell,Power Adapter,60.36,6.2,2.33,0.14446,17.14,28.4,Dell,Medium
SKU-0013,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,Motherboard,189.34,35.6,8.43,3.0010800000000004,34.84,18.4,Lenovo,Medium
SKU-0013,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,Display Panel,123.17,23.1,2.14,0.49434000000000006,63.31,51.4,Lenovo,Medium
SKU-0013,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,Battery,39.13,7.4,3.77,0.27898000000000006,8.96,22.9,Lenovo,Medium
SKU-0013,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,RAM Module,31.78,6.0,0.88,0.0528,14.27,44.9,Lenovo,Medium
SKU-0013,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,Storage (SSD/HDD),51.6,9.7,1.98,0.19205999999999998,21.57,41.8,Lenovo,Medium
SKU-0013,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,Keyboard/Chassis,81.23,15.3,3.35,0.51255,11.29,13.9,Lenovo,Medium
SKU-0013,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,Power Adapter,32.75,6.2,2.5,0.155,9.07,27.7,Lenovo,Medium
SKU-0014,Dell_i5_16GB_512GB_14-16in,Dell,Motherboard,286.82,37.0,11.3,4.181,57.36,20.0,Dell,Medium
SKU-0014,Dell_i5_16GB_512GB_14-16in,Dell,Display Panel,185.46,23.9,2.56,0.6118399999999999,113.69,61.3,Dell,Medium
SKU-0014,Dell_i5_16GB_512GB_14-16in,Dell,Battery,61.47,7.9,4.05,0.31995,13.89,22.6,Dell,Medium
SKU-0014,Dell_i5_16GB_512GB_14-16in,Dell,RAM Module,49.47,6.4,1.05,0.06720000000000001,20.28,41.0,Dell,Medium
SKU-0014,Dell_i5_16GB_512GB_14-16in,Dell,Storage (SSD/HDD),70.81,9.1,1.76,0.16016,24.22,34.2,Dell,Medium
SKU-0014,Dell_i5_16GB_512GB_14-16in,Dell,Keyboard/Chassis,111.04,14.3,2.85,0.4075500000000001,17.43,15.7,Dell,Medium
SKU-0014,Dell_i5_16GB_512GB_14-16in,Dell,Power Adapter,49.69,6.4,2.14,0.13696,13.62,27.4,Dell,Medium
SKU-0015,Dell_i5_Unk_2TB_14-16in,Dell,Motherboard,307.93,33.0,9.58,3.1614,47.73,15.5,Dell,Medium
SKU-0015,Dell_i5_Unk_2TB_14-16in,Dell,Display Panel,217.95,23.3,2.34,0.54522,129.46,59.4,Dell,Medium
SKU-0015,Dell_i5_Unk_2TB_14-16in,Dell,Battery,75.74,8.1,4.09,0.33129,16.21,21.4,Dell,Medium
SKU-0015,Dell_i5_Unk_2TB_14-16in,Dell,RAM Module,54.61,5.8,1.08,0.06264,23.43,42.9,Dell,Medium
SKU-0015,Dell_i5_Unk_2TB_14-16in,Dell,Storage (SSD/HDD),100.1,10.7,1.96,0.20972,43.04,43.0,Dell,Medium
SKU-0015,Dell_i5_Unk_2TB_14-16in,Dell,Keyboard/Chassis,123.91,13.3,2.89,0.38437000000000004,18.83,15.2,Dell,Medium
SKU-0015,Dell_i5_Unk_2TB_14-16in,Dell,Power Adapter,59.7,6.4,2.37,0.15168,16.72,28.0,Dell,Medium
SKU-0016,Dell_i5_Unk_128GB_12-14in,Dell,Motherboard,237.07,36.4,4.71,1.71444,48.6,20.5,Dell,Medium
SKU-0016,Dell_i5_Unk_128GB_12-14in,Dell,Display Panel,156.37,24.0,2.56,0.6144,119.94,76.7,Dell,Medium
SKU-0016,Dell_i5_Unk_128GB_12-14in,Dell,Battery,47.9,7.3,4.12,0.30075999999999997,9.72,20.3,Dell,Medium
SKU-0016,Dell_i5_Unk_128GB_12-14in,Dell,RAM Module,41.09,6.3,1.09,0.06867000000000001,20.09,48.9,Dell,Medium
SKU-0016,Dell_i5_Unk_128GB_12-14in,Dell,Storage (SSD/HDD),70.82,10.9,2.28,0.24852,32.58,46.0,Dell,Medium
SKU-0016,Dell_i5_Unk_128GB_12-14in,Dell,Keyboard/Chassis,95.61,14.7,3.04,0.44688,15.2,15.9,Dell,Medium
SKU-0016,Dell_i5_Unk_128GB_12-14in,Dell,Power Adapter,36.33,5.6,2.7,0.1512,9.41,25.9,Dell,Medium
SKU-0017,Dell_i7_16GB_2TB_14-16in,Dell,Motherboard,326.43,31.1,5.67,1.7633699999999999,62.35,19.1,Dell,Medium
SKU-0017,Dell_i7_16GB_2TB_14-16in,Dell,Display Panel,231.57,22.1,2.3,0.5083,156.54,67.6,Dell,Medium
SKU-0017,Dell_i7_16GB_2TB_14-16in,Dell,Battery,81.81,7.8,4.38,0.34164,18.57,22.7,Dell,Medium
SKU-0017,Dell_i7_16GB_2TB_14-16in,Dell,RAM Module,64.15,6.1,0.96,0.058559999999999994,30.66,47.8,Dell,Medium
SKU-0017,Dell_i7_16GB_2TB_14-16in,Dell,Storage (SSD/HDD),110.8,10.6,2.04,0.21624,43.32,39.1,Dell,Medium
SKU-0017,Dell_i7_16GB_2TB_14-16in,Dell,Keyboard/Chassis,141.98,13.5,2.94,0.39690000000000003,19.74,13.9,Dell,Medium
SKU-0017,Dell_i7_16GB_2TB_14-16in,Dell,Power Adapter,62.59,6.0,2.17,0.13019999999999998,13.83,22.1,Dell,Medium
SKU-0018,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Motherboard,227.44,32.2,10.14,3.26508,40.71,17.9,Lenovo,Medium
SKU-0018,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Display Panel,166.77,23.6,2.29,0.54044,124.24,74.5,Lenovo,Medium
SKU-0018,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Battery,61.88,8.8,4.07,0.35816000000000003,11.7,18.9,Lenovo,Medium
SKU-0018,Lenovo_i5_Unk_512GB_14-16in,Lenovo,RAM Module,42.59,6.0,1.15,0.06899999999999999,16.7,39.2,Lenovo,Medium
SKU-0018,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Storage (SSD/HDD),73.36,10.4,1.75,0.18200000000000002,26.41,36.0,Lenovo,Medium
SKU-0018,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Keyboard/Chassis,102.71,14.5,2.96,0.42919999999999997,16.02,15.6,Lenovo,Medium
SKU-0018,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Power Adapter,41.38,5.9,2.68,0.15812,11.63,28.1,Lenovo,Medium
SKU-0019,Lenovo_i5_8GB_512GB_14-16in,Lenovo,Motherboard,239.53,33.7,12.54,4.22598,40.24,16.8,Lenovo,Low
SKU-0019,Lenovo_i5_8GB_512GB_14-16in,Lenovo,Display Panel,160.97,22.6,2.42,0.54692,106.08,65.9,Lenovo,Low
SKU-0019,Lenovo_i5_8GB_512GB_14-16in,Lenovo,Battery,52.06,7.3,4.57,0.33361,11.92,22.9,Lenovo,Low
SKU-0019,Lenovo_i5_8GB_512GB_14-16in,Lenovo,RAM Module,38.66,5.4,0.93,0.05022000000000001,16.93,43.8,Lenovo,Low
SKU-0019,Lenovo_i5_8GB_512GB_14-16in,Lenovo,Storage (SSD/HDD),73.71,10.4,1.8,0.18720000000000003,33.1,44.9,Lenovo,Low
SKU-0019,Lenovo_i5_8GB_512GB_14-16in,Lenovo,Keyboard/Chassis,108.46,15.3,3.2,0.48960000000000004,16.81,15.5,Lenovo,Low
SKU-0019,Lenovo_i5_8GB_512GB_14-16in,Lenovo,Power Adapter,39.09,5.5,2.78,0.15289999999999998,9.93,25.4,Lenovo,Low
SKU-0020,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Motherboard,235.45,36.1,5.4,1.9494,37.91,16.1,Lenovo,Medium
SKU-0020,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Display Panel,150.6,23.1,2.42,0.55902,93.22,61.9,Lenovo,Medium
SKU-0020,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Battery,55.69,8.5,3.96,0.3366,10.86,19.5,Lenovo,Medium
SKU-0020,Lenovo_i5_Unk_128GB_14-16in,Lenovo,RAM Module,35.31,5.4,0.87,0.04698000000000001,16.81,47.6,Lenovo,Medium
SKU-0020,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Storage (SSD/HDD),71.72,11.0,2.3,0.253,29.19,40.7,Lenovo,Medium
SKU-0020,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Keyboard/Chassis,95.41,14.6,3.23,0.47157999999999994,13.83,14.5,Lenovo,Medium
SKU-0020,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Power Adapter,38.73,5.9,2.22,0.13098,11.0,28.4,Lenovo,Medium
SKU-0021,HP_Unknown_Unk_Unk_Unk,HP,Motherboard,190.32,35.7,5.32,1.8992400000000003,31.97,16.8,HP,Medium
SKU-0021,HP_Unknown_Unk_Unk_Unk,HP,Display Panel,121.15,22.8,2.52,0.5745600000000001,93.53,77.2,HP,Medium
SKU-0021,HP_Unknown_Unk_Unk_Unk,HP,Battery,45.59,8.6,4.06,0.3491599999999999,9.3,20.4,HP,Medium
SKU-0021,HP_Unknown_Unk_Unk_Unk,HP,RAM Module,33.81,6.4,1.03,0.06592,15.11,44.7,HP,Medium
SKU-0021,HP_Unknown_Unk_Unk_Unk,HP,Storage (SSD/HDD),55.96,10.5,2.07,0.21735,23.73,42.4,HP,Medium
SKU-0021,HP_Unknown_Unk_Unk_Unk,HP,Keyboard/Chassis,80.55,15.1,3.11,0.46960999999999997,13.85,17.2,HP,Medium
SKU-0021,HP_Unknown_Unk_Unk_Unk,HP,Power Adapter,32.52,6.1,2.42,0.14762,7.97,24.5,HP,Medium
SKU-0022,Lenovo_celeron_4GB_32GB_Sub-12in,Lenovo,Motherboard,128.19,35.9,7.06,2.53454,23.97,18.7,Lenovo,Low
SKU-0022,Lenovo_celeron_4GB_32GB_Sub-12in,Lenovo,Display Panel,81.6,22.9,2.72,0.62288,48.72,59.7,Lenovo,Low
SKU-0022,Lenovo_celeron_4GB_32GB_Sub-12in,Lenovo,Battery,28.5,8.0,3.71,0.2968,5.64,19.8,Lenovo,Low
SKU-0022,Lenovo_celeron_4GB_32GB_Sub-12in,Lenovo,RAM Module,21.93,6.1,0.95,0.057949999999999995,9.01,41.1,Lenovo,Low
SKU-0022,Lenovo_celeron_4GB_32GB_Sub-12in,Lenovo,Storage (SSD/HDD),33.83,9.5,1.75,0.16625,12.01,35.5,Lenovo,Low
SKU-0022,Lenovo_celeron_4GB_32GB_Sub-12in,Lenovo,Keyboard/Chassis,50.8,14.2,2.91,0.41322,8.08,15.9,Lenovo,Low
SKU-0022,Lenovo_celeron_4GB_32GB_Sub-12in,Lenovo,Power Adapter,20.05,5.6,2.38,0.13327999999999998,5.61,28.0,Lenovo,Low
SKU-0023,Acer_Unknown_Unk_Unk_Unk,Acer,Motherboard,184.71,34.7,7.91,2.7447700000000004,36.39,19.7,Acer,Medium
SKU-0023,Acer_Unknown_Unk_Unk_Unk,Acer,Display Panel,111.94,21.0,2.26,0.4745999999999999,72.76,65.0,Acer,Medium
SKU-0023,Acer_Unknown_Unk_Unk_Unk,Acer,Battery,42.89,8.1,3.83,0.31023,9.61,22.4,Acer,Medium
SKU-0023,Acer_Unknown_Unk_Unk_Unk,Acer,RAM Module,31.97,6.0,1.06,0.0636,12.4,38.8,Acer,Medium
SKU-0023,Acer_Unknown_Unk_Unk_Unk,Acer,Storage (SSD/HDD),53.04,10.0,2.11,0.211,21.27,40.1,Acer,Medium
SKU-0023,Acer_Unknown_Unk_Unk_Unk,Acer,Keyboard/Chassis,80.81,15.2,2.6,0.3952,11.31,14.0,Acer,Medium
SKU-0023,Acer_Unknown_Unk_Unk_Unk,Acer,Power Adapter,29.29,5.5,2.57,0.14135,8.38,28.6,Acer,Medium
SKU-0024,HP_celeron_4GB_32GB_Sub-12in,HP,Motherboard,124.18,34.8,7.17,2.49516,22.1,17.8,HP,Low
SKU-0024,HP_celeron_4GB_32GB_Sub-12in,HP,Display Panel,71.63,20.1,2.24,0.4502400000000001,37.96,53.0,HP,Low
SKU-0024,HP_celeron_4GB_32GB_Sub-12in,HP,Battery,30.8,8.6,4.01,0.34485999999999994,6.22,20.2,HP,Low
SKU-0024,HP_celeron_4GB_32GB_Sub-12in,HP,RAM Module,22.98,6.4,0.96,0.06144,10.02,43.6,HP,Low
SKU-0024,HP_celeron_4GB_32GB_Sub-12in,HP,Storage (SSD/HDD),37.37,10.5,1.81,0.19005,15.25,40.8,HP,Low
SKU-0024,HP_celeron_4GB_32GB_Sub-12in,HP,Keyboard/Chassis,47.07,13.2,2.84,0.37488,6.26,13.3,HP,Low
SKU-0024,HP_celeron_4GB_32GB_Sub-12in,HP,Power Adapter,20.74,5.8,2.48,0.14384,4.96,23.9,HP,Low
SKU-0025,Dell_i5_16GB_2TB_14-16in,Dell,Motherboard,291.69,34.3,8.71,2.98753,56.3,19.3,Dell,Medium
SKU-0025,Dell_i5_16GB_2TB_14-16in,Dell,Display Panel,189.77,22.3,2.41,0.5374300000000001,85.97,45.3,Dell,Medium
SKU-0025,Dell_i5_16GB_2TB_14-16in,Dell,Battery,70.12,8.2,4.08,0.33455999999999997,13.39,19.1,Dell,Medium
SKU-0025,Dell_i5_16GB_2TB_14-16in,Dell,RAM Module,49.36,5.8,1.13,0.06553999999999999,18.95,38.4,Dell,Medium
SKU-0025,Dell_i5_16GB_2TB_14-16in,Dell,Storage (SSD/HDD),79.25,9.3,1.85,0.17205000000000004,28.45,35.9,Dell,Medium
SKU-0025,Dell_i5_16GB_2TB_14-16in,Dell,Keyboard/Chassis,109.4,12.8,3.28,0.41984,14.22,13.0,Dell,Medium
SKU-0025,Dell_i5_16GB_2TB_14-16in,Dell,Power Adapter,46.81,5.5,2.52,0.1386,11.37,24.3,Dell,Medium
SKU-0026,Dell_i5_8GB_512GB_14-16in,Dell,Motherboard,245.35,34.5,14.04,4.843799999999999,37.54,15.3,Dell,Low
SKU-0026,Dell_i5_8GB_512GB_14-16in,Dell,Display Panel,148.8,20.9,2.25,0.47025,112.34,75.5,Dell,Low
SKU-0026,Dell_i5_8GB_512GB_14-16in,Dell,Battery,59.35,8.3,4.04,0.33532,11.81,19.9,Dell,Low
SKU-0026,Dell_i5_8GB_512GB_14-16in,Dell,RAM Module,44.95,6.3,0.91,0.05733,19.15,42.6,Dell,Low
SKU-0026,Dell_i5_8GB_512GB_14-16in,Dell,Storage (SSD/HDD),66.81,9.4,2.14,0.20116,26.99,40.4,Dell,Low
SKU-0026,Dell_i5_8GB_512GB_14-16in,Dell,Keyboard/Chassis,101.71,14.3,2.81,0.4018300000000001,15.66,15.4,Dell,Low
SKU-0026,Dell_i5_8GB_512GB_14-16in,Dell,Power Adapter,46.33,6.5,2.37,0.15405000000000002,11.91,25.7,Dell,Low
SKU-0027,Lenovo_i5_8GB_256GB_14-16in,Lenovo,Motherboard,207.91,31.0,8.25,2.5575,35.34,17.0,Lenovo,Low
SKU-0027,Lenovo_i5_8GB_256GB_14-16in,Lenovo,Display Panel,135.25,20.2,2.23,0.45045999999999997,56.4,41.7,Lenovo,Low
